hour_of_the_day,day_of_the_week,client_user,client_host,client_ip,CONNECT_DATA_SERVICE_NAME,client_program,CONNECT_DATA_INSTANCE_NAME,service_name,oracle_sid,hostname,type
11.827777777777778,1,oracle,itrac50096.cern.ch,10.16.8.137,int8r_nolb.cern.ch,sqlplus,,int8r_nolb.cern.ch,INT8R_RAC13,itrac1318.cern.ch,dbconnection
11.828055555555554,1,oracle,itrac50096.cern.ch,10.16.8.137,int8r.cern.ch,sqlplus,INT8R1,int8r.cern.ch,INT8R_RAC13,itrac1312.cern.ch,dbconnection
11.826666666666666,1,jps001,__jdbc__,188.184.140.90,devdb11_s.cern.ch,JDBC Thin Client,,devdb11_s.cern.ch,DEVDB12_RAC13,itrac1317.cern.ch,dbconnection
11.827777777777778,1,oracle,itrac50096.cern.ch,10.16.8.137,int8r_panda.cern.ch,sqlplus,INT8R2,int8r_panda.cern.ch,INT8R_RAC13,itrac1318.cern.ch,dbconnection
11.82861111111111,1,,,,,,,INTR1,INT8R_RAC13,itrac1312.cern.ch,dbconnection
11.826944444444445,1,danielma,__jdbc__,128.141.79.76,devdb11_s.cern.ch,JDBC Thin Client,DEVDB112,devdb11_s.cern.ch,DEVDB12_RAC13,itrac1317.cern.ch,dbconnection
11.827777777777778,1,oracle,itrac50096.cern.ch,10.16.8.137,int8r_rucio.cern.ch,sqlplus,INT8R2,int8r_rucio.cern.ch,INT8R_RAC13,itrac1318.cern.ch,dbconnection
11.821111111111112,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
11.821111111111112,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
11.826666666666666,1,dboard,dashb-ai-511.cern.ch,128.142.243.17,int11r_nolb.cern.ch,python,,int11r_nolb.cern.ch,INT11R_RAC13,itrac1323.cern.ch,dbconnection
11.825833333333334,1,,,,,,,INT2R1,INT2R_RAC13,itrac1307.cern.ch,dbconnection
11.828055555555554,1,jps001,__jdbc__,188.184.140.90,devdb11_s.cern.ch,JDBC Thin Client,,devdb11_s.cern.ch,DEVDB12_RAC13,itrac1317.cern.ch,dbconnection
11.8275,1,,,,,,,INT11R2,INT11R_RAC13,itrac1323.cern.ch,dbconnection
11.82638888888889,1,sysctl,db-51220.cern.ch,137.138.161.92,devdb11_s.cern.ch,perl,DEVDB112,devdb11_s.cern.ch,DEVDB12_RAC13,itrac1317.cern.ch,dbconnection
11.82861111111111,1,,,,,,,INTR1,INT8R_RAC13,itrac1318.cern.ch,dbconnection
11.82611111111111,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,,int11r.cern.ch,INT11R_RAC13,itrac1323.cern.ch,dbconnection
11.827222222222222,1,trackerpro,srv-c2f38-25-01,10.176.65.40,int9r_lb.cern.ch,dbuploader.exe,INT9R2,int9r_lb.cern.ch,INT2R_RAC13,itrac1307.cern.ch,dbconnection
11.8275,1,oracle,itrac50096.cern.ch,10.16.8.137,atlas_switchover_simulation.cern.ch,sqlplus,,atlas_switchover_simulation.cern.ch,INT8R_RAC13,itrac1318.cern.ch,dbconnection
11.827777777777778,1,oracle,itrac50096.cern.ch,10.16.8.137,intr.cern.ch,sqlplus,INTR1,intr.cern.ch,INT8R_RAC13,itrac1312.cern.ch,dbconnection
11.82638888888889,1,,,,,,,DEVDB112,DEVDB12_RAC13,itrac1317.cern.ch,dbconnection
11.8275,1,oracle,itrac50096.cern.ch,10.16.8.137,int8r_lb.cern.ch,sqlplus,INT8R2,int8r_lb.cern.ch,INT8R_RAC13,itrac1318.cern.ch,dbconnection
11.82611111111111,1,,,,,,,INT6R1,INT11R_RAC13,itrac1323.cern.ch,dbconnection
11.8275,1,,,,,,,INT2R1,INT2R_RAC13,itrac1307.cern.ch,dbconnection
11.829722222222221,1,,,,,,,INTDB112,INTDB11_RAC13,itrac1306.cern.ch,dbconnection
11.821111111111112,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
11.821388888888889,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,INT11R2,int11r.cern.ch,INT11R_RAC13,itrac1325.cern.ch,dbconnection
11.82611111111111,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,,int11r.cern.ch,INT11R_RAC13,itrac1323.cern.ch,dbconnection
11.827222222222222,1,trackerpro,srv-c2f38-25-01,10.176.65.40,int9r_lb.cern.ch,dbuploader.exe,,int9r_lb.cern.ch,INT2R_RAC13,itrac1307.cern.ch,dbconnection
11.828888888888889,1,,,,,,,INTDB112,INTDB11_RAC13,itrac1306.cern.ch,dbconnection
11.827222222222222,1,,,,,,,INT11R1,INT11R_RAC13,itrac1323.cern.ch,dbconnection
11.826944444444445,1,danielma,__jdbc__,128.141.79.76,devdb11_s.cern.ch,JDBC Thin Client,,devdb11_s.cern.ch,DEVDB12_RAC13,itrac1316.cern.ch,dbconnection
11.827777777777778,1,oracle,itrac50096.cern.ch,10.16.8.137,intr_nlb.cern.ch,sqlplus,,intr_nlb.cern.ch,INT8R_RAC13,itrac1318.cern.ch,dbconnection
11.82611111111111,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,,int11r.cern.ch,INT11R_RAC13,itrac1323.cern.ch,dbconnection
11.826944444444445,1,,,,,,,INT2R2,INT2R_RAC13,itrac1307.cern.ch,dbconnection
11.829722222222221,1,oracle,itrac1306.cern.ch,,,,,,INTDB11_RAC13,itrac1306.cern.ch,dbconnection
11.827222222222222,1,,,,,,,INT11R1,INT11R_RAC13,itrac1323.cern.ch,dbconnection
11.826666666666666,1,,,,,,,INT2R1,INT2R_RAC13,itrac1307.cern.ch,dbconnection
11.828888888888889,1,,,,,,,DEVDB112,DEVDB12_RAC13,itrac1317.cern.ch,dbconnection
11.82611111111111,1,merge,pcamsj2.cern.ch,137.138.188.167,int11r.cern.ch,python,,int11r.cern.ch,INT11R_RAC13,itrac1323.cern.ch,dbconnection
11.826944444444445,1,,,,,,,INT2R2,INT2R_RAC13,itrac1307.cern.ch,dbconnection
11.82861111111111,1,oracle,cmsrac44.cern.ch,,,,,,CMSINTR_P52,cmsrac44.cern.ch,dbconnection
11.82638888888889,1,,,,,,,INT11R1,INT11R_RAC13,itrac1323.cern.ch,dbconnection
11.825833333333334,1,,,,,,,DEVDB111,DEVDB12_RAC13,itrac1316.cern.ch,dbconnection
11.827777777777778,1,oracle,itrac50096.cern.ch,10.16.8.137,int8r_rucio.cern.ch,sqlplus,,int8r_rucio.cern.ch,INT8R_RAC13,itrac1318.cern.ch,dbconnection
11.827777777777778,1,oracle,itrac50096.cern.ch,10.16.8.137,intr_nlb.cern.ch,sqlplus,INTR1,intr_nlb.cern.ch,INT8R_RAC13,itrac1312.cern.ch,dbconnection
11.826666666666666,1,jps001,__jdbc__,188.184.140.90,devdb11_s.cern.ch,JDBC Thin Client,,devdb11_s.cern.ch,DEVDB12_RAC13,itrac1317.cern.ch,dbconnection
11.827777777777778,1,oracle,itrac50096.cern.ch,10.16.8.137,int8r_nolb.cern.ch,sqlplus,INT8R2,int8r_nolb.cern.ch,INT8R_RAC13,itrac1318.cern.ch,dbconnection
11.826666666666666,1,dboard,dashb-ssb-001.cern.ch,128.142.163.72,int11r.cern.ch,python,,int11r.cern.ch,INT11R_RAC13,itrac1323.cern.ch,dbconnection
11.826666666666666,1,,,,,,,INTDB111,INTDB11_RAC13,itrac1302.cern.ch,dbconnection
11.827777777777778,1,sysctl,db-51220.cern.ch,137.138.161.92,devdb11_s.cern.ch,perl,DEVDB112,devdb11_s.cern.ch,DEVDB12_RAC13,itrac1317.cern.ch,dbconnection
11.828055555555554,1,oracle,itrac50096.cern.ch,10.16.8.137,int8r.cern.ch,sqlplus,INT8R2,int8r.cern.ch,INT8R_RAC13,itrac1318.cern.ch,dbconnection
11.826666666666666,1,dboard,dashb-ai-511.cern.ch,128.142.243.17,int11r_nolb.cern.ch,python,,int11r_nolb.cern.ch,INT11R_RAC13,itrac1323.cern.ch,dbconnection
11.828888888888889,1,,,,,,,INTDB112,INTDB11_RAC13,itrac1302.cern.ch,dbconnection
11.828055555555554,1,jps001,__jdbc__,188.184.140.90,devdb11_s.cern.ch,JDBC Thin Client,,devdb11_s.cern.ch,DEVDB12_RAC13,itrac1317.cern.ch,dbconnection
11.8275,1,oracle,itrac1317.cern.ch,,,,,,DEVDB12_RAC13,itrac1317.cern.ch,dbconnection
11.829444444444444,1,_victorweb,vocms0127.cern.ch,188.184.67.33,,httpd,,INT2R1,INT2R_RAC13,itrac1303.cern.ch,dbconnection
4.383888888888889,1,SYSTEM,YSCCP-00008,172.18.161.29,,C:\Program?Files\Evolynx\kernel\exe\Evolynx-serveur.exe,,SUSITST,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
4.393611111111111,1,SYSTEM,YSCCP-00008,172.18.161.29,,C:\Program?Files\Evolynx\Kernel\exe\Evolynx-Frontal.exe,,SUSITST,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
11.826944444444445,1,,,,,,,INT2R2,INT2R_RAC13,itrac1303.cern.ch,dbconnection
4.377777777777777,1,flume,__jdbc__,10.16.6.145,,JDBC Thin Client,,C,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
4.388055555555556,1,SYSTEM,YSCCP-00008,172.18.161.29,,C:\Program?Files\Evolynx\kernel\exe\Evolynx-serveur.exe,,SUSITST,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
11.828888888888889,1,,,,,,,DEVDB112,DEVDB12_RAC13,itrac1317.cern.ch,dbconnection
11.830277777777777,1,,,,,,,,INT12R_RAC13,itrac1310.cern.ch,dbconnection
4.386111111111112,1,inforops,__jdbc__,137.138.161.94,,JDBC Thin Client,,EDMSTST,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
4.399166666666667,1,SYSTEM,YSCCP-00008,172.18.161.29,,C:\Program?Files\Evolynx\Kernel\exe\Evolynx-Frontal.exe,,SUSITST,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
11.827777777777778,1,sysctl,db-51220.cern.ch,137.138.161.92,devdb11_s.cern.ch,perl,,devdb11_s.cern.ch,DEVDB12_RAC13,itrac1317.cern.ch,dbconnection
11.827777777777778,1,oracle,itrac50096.cern.ch,10.16.8.137,int8r.cern.ch,sqlplus,INT8R1,int8r.cern.ch,INT8R_RAC13,itrac1312.cern.ch,dbconnection
4.386111111111112,1,inforops,__jdbc__,137.138.161.94,,JDBC Thin Client,,EDMSTST,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
4.396666666666667,1,,,,,,,ZORATST,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
11.826944444444445,1,,,,,,,ACCINT1,ACCINT,itrac1301.cern.ch,dbconnection
4.386111111111112,1,inforops,__jdbc__,137.138.161.94,,JDBC Thin Client,,EDMSTST,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
4.396666666666667,1,,,,,,,SUSITST,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
11.829722222222221,1,,,,,,,DEVDB112,DEVDB12_RAC13,itrac1317.cern.ch,dbconnection
4.375833333333333,1,,,,,,,ZORATST,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
4.387777777777778,1,SYSTEM,YSCCP-00008,172.18.161.29,,C:\Program?Files\Evolynx\Kernel\exe\Evolynx-Frontal.exe,,SUSITST,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
11.829166666666666,1,,,,,,,INT2R1,INT2R_RAC13,itrac1303.cern.ch,dbconnection
4.38111111111111,1,spsacs,YDCCP01BA0,172.18.173.71,,C:\Program?Files??x86?\Siemens\WinCC\bin\gscrt.exe,,ZORATST,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
4.3916666666666675,1,,,,,,,SUSITST,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
11.829166666666666,1,,,,,,,INT2R1,INT2R_RAC13,itrac1303.cern.ch,dbconnection
4.379444444444444,1,SYSTEM,YSCCP-00008,172.18.161.29,,C:\Program?Files\Evolynx\Kernel\exe\Evolynx-Frontal.exe,,SUSITST,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
4.390833333333334,1,SYSTEM,YSCCP-00008,172.18.161.29,,C:\Program?Files\Evolynx\Kernel\exe\Evolynx-Frontal.exe,,SUSITST,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
4.411111111111111,1,flume,__jdbc__,10.16.6.145,,JDBC Thin Client,,C,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
4.411666666666667,1,zabbix,ssm.cern.ch,172.26.104.244,SUSITST.cern.ch,sqlplus,,SUSITST.cern.ch,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
4.410277777777778,1,SYSTEM,YSCCP-00008,172.18.161.29,,C:\Program?Files\Evolynx\Kernel\exe\Evolynx-Frontal.exe,,SUSITST,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
4.419444444444445,1,inforops,__jdbc__,137.138.161.94,,JDBC Thin Client,,EDMSTST,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
11.829444444444444,1,_popdbweb,vocms0127.cern.ch,188.184.67.33,,httpd,,INT2R1,INT2R_RAC13,itrac1303.cern.ch,dbconnection
4.382222222222222,1,SYSTEM,YSCCP-00008,172.18.161.29,,C:\Program?Files\Evolynx\Kernel\exe\Evolynx-Frontal.exe,,SUSITST,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
4.392222222222222,1,,,,,,,EDMSTST,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
11.828055555555554,1,jps001,__jdbc__,188.184.140.90,devdb11_s.cern.ch,JDBC Thin Client,,devdb11_s.cern.ch,DEVDB12_RAC13,itrac1317.cern.ch,dbconnection
11.828055555555554,1,oracle,itrac50096.cern.ch,10.16.8.137,int8r.cern.ch,sqlplus,INT8R2,int8r.cern.ch,INT8R_RAC13,itrac1312.cern.ch,dbconnection
4.386111111111112,1,inforops,__jdbc__,137.138.161.94,,JDBC Thin Client,,EDMSTST,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
4.398055555555556,1,,,,,,,EDMSTST,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
4.405833333333334,1,,,,,,,ZORATST,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
4.418611111111112,1,oracle,itrac1328.cern.ch,,,,,,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
4.400833333333334,1,,,,,,,,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
4.4141666666666675,1,wls,__jdbc__,137.138.161.35,,APEX Listener,,EDMSTST,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
4.403611111111111,1,oracle,itrac50096.cern.ch,10.16.8.137,,perl,,SUSITST,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
4.417222222222223,1,SYSTEM,YSCCP-00008,172.18.161.29,,C:\Program?Files\Evolynx\kernel\exe\Evolynx-serveur.exe,,SUSITST,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
11.826944444444445,1,oracle,itrac1301.cern.ch,,,,,,ACCINT,itrac1301.cern.ch,dbconnection
4.384166666666667,1,,,,,,,,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
4.394444444444445,1,flume,__jdbc__,10.16.6.145,,JDBC Thin Client,,C,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
4.401944444444445,1,oracle,itrac1328.cern.ch,,,,,,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
4.414722222222222,1,oracle,__jdbc__,10.16.6.228,,JDBC Thin Client,,SUSITST,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
11.8275,1,,,,,,,INT2R1,INT2R_RAC13,itrac1303.cern.ch,dbconnection
4.379166666666666,1,,,,,,,ZORATST,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
4.389722222222223,1,,,,,,,EDMSTST,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
11.828055555555554,1,jps001,__jdbc__,188.184.140.90,devdb11_s.cern.ch,JDBC Thin Client,,devdb11_s.cern.ch,DEVDB12_RAC13,itrac1317.cern.ch,dbconnection
11.82861111111111,1,,,,,,,INTR1,INT8R_RAC13,itrac1312.cern.ch,dbconnection
4.386111111111112,1,inforops,__jdbc__,137.138.161.94,,JDBC Thin Client,,EDMSTST,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
4.398333333333333,1,wls,__jdbc__,137.138.161.109,,APEX Listener,,EDMSTST,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
4.411388888888889,1,zabbix,ssm.cern.ch,172.26.104.244,SUSITST.cern.ch,sqlplus,,SUSITST.cern.ch,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
4.403888888888889,1,oracle,itrac50096.cern.ch,10.16.8.137,,perl,,ZORATST,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
4.4175,1,,,,,,,,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
4.404722222222222,1,SYSTEM,YSCCP-00008,172.18.161.29,,C:\Program?Files\Evolynx\Kernel\exe\Evolynx-Frontal.exe,,SUSITST,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
4.4175,1,,,,,,,,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
11.826944444444445,1,,,,,,,ACCINT1,ACCINT,itrac1301.cern.ch,dbconnection
4.384166666666667,1,,,,,,,,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
4.395277777777778,1,oracle,itrac50096.cern.ch,10.16.8.137,,perl,,ZORATST,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
4.407500000000001,1,oracle,itrac50096.cern.ch,10.16.8.137,,perl,,EDMSTST,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
4.418611111111112,1,SYSTEM,YSCCP-00008,172.18.161.29,,C:\Program?Files\Evolynx\Kernel\exe\Evolynx-Frontal.exe,,SUSITST,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
11.829166666666666,1,sysctl,db-51220.cern.ch,137.138.161.92,devdb11_s.cern.ch,perl,,devdb11_s.cern.ch,DEVDB12_RAC13,itrac1317.cern.ch,dbconnection
11.830277777777777,1,oracle,itrac1310.cern.ch,,,,,,INT12R_RAC13,itrac1310.cern.ch,dbconnection
4.386666666666667,1,,,,,,,ZORATST,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
4.400555555555556,1,wls,__jdbc__,188.185.79.71,,APEX Listener,,EDMSTST,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
4.403611111111111,1,zabbix,ssm.cern.ch,172.26.104.244,,sqlplus,,ZORATST,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
4.4158333333333335,1,SYSTEM,YSCCP-00008,172.18.161.29,,C:\Program?Files\Evolynx\Kernel\exe\Evolynx-Frontal.exe,,SUSITST,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
11.826666666666666,1,,,,,,,ACCINT2,ACCINT,itrac1301.cern.ch,dbconnection
4.385000000000001,1,SYSTEM,YSCCP-00008,172.18.161.29,,C:\Program?Files\Evolynx\Kernel\exe\Evolynx-Frontal.exe,,SUSITST,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
4.395833333333334,1,,,,,,,ZORATST,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
4.408888888888889,1,,,,,,,EDMSTST,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
4.419444444444445,1,inforops,__jdbc__,137.138.161.94,,JDBC Thin Client,,EDMSTST,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
4.407500000000001,1,SYSTEM,YSCCP-00008,172.18.161.29,,C:\Program?Files\Evolynx\Kernel\exe\Evolynx-Frontal.exe,,SUSITST,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
4.419166666666667,1,,,,,,,SUSITST,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
11.829444444444444,1,jps001,__jdbc__,188.184.140.90,devdb11_s.cern.ch,JDBC Thin Client,,devdb11_s.cern.ch,DEVDB12_RAC13,itrac1317.cern.ch,dbconnection
11.830555555555556,1,,,,,,,C2PPSDB1,CASTRINT_RAC13,itrac1329.cern.ch,dbconnection
4.3869444444444445,1,zabbix,ssm.cern.ch,172.26.104.244,,sqlplus,,ZORATST,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
4.400555555555556,1,SYSTEM,YSCCP-00008,172.18.161.29,,C:\Program?Files\Evolynx\kernel\exe\Evolynx-serveur.exe,,SUSITST,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
4.411666666666667,1,,,,,,,SUSITST,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
11.826666666666666,1,,,,,,,INT2R1,INT2R_RAC13,itrac1303.cern.ch,dbconnection
4.376666666666666,1,SYSTEM,YSCCP-00008,172.18.161.29,,C:\Program?Files\Evolynx\Kernel\exe\Evolynx-Frontal.exe,,SUSITST,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
4.388055555555556,1,YSCCP-20000$,__jdbc__,172.18.161.8,,JDBC Thin Client,,susitst,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
4.401944444444445,1,SYSTEM,YSCCP-00008,172.18.161.29,,C:\Program?Files\Evolynx\Kernel\exe\Evolynx-Frontal.exe,,SUSITST,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
4.4141666666666675,1,,,,,,,ZORATST,ZORATST_RAC13,itrac1328.cern.ch,dbconnection
